gold_id,stock_code,subscription_date,subscriber_name,claimed_source_page,review_status,traceability_status,recommended_action,evidence_text
GOLD-301563-2015-08-003,301563,2015-08,镇江红土创业投资有限公司,PDF p1,inherited_manual_gold,name_year_near,align_to_verbatim_source,"深创投、丰利财富、镇江红土、昆山红土、富海深湾、芜湖富海共同增资158.2733万元，注册资本增至2,158.2733万元。丰利财富代表其管理的丰利新三板基金投资，投资总额1,000万元。B轮投资协议约定了2015年、2016年、2017-2018年业绩承诺及上市承诺。"
GOLD-301563-2015-08-004,301563,2015-08,昆山红土高新创业投资有限公司,PDF p1,inherited_manual_gold,name_year_near,align_to_verbatim_source,"深创投、丰利财富、镇江红土、昆山红土、富海深湾、芜湖富海共同增资158.2733万元，注册资本增至2,158.2733万元。丰利财富代表其管理的丰利新三板基金投资，投资总额1,000万元。B轮投资协议约定了2015年、2016年、2017-2018年业绩承诺及上市承诺。"
GOLD-301563-2015-08-005,301563,2015-08,富海深湾（深圳）移动创新私募创业投资基金合伙企业（有限合伙）,PDF p1,inherited_manual_gold,name_year_near,align_to_verbatim_source,"深创投、丰利财富、镇江红土、昆山红土、富海深湾、芜湖富海共同增资158.2733万元，注册资本增至2,158.2733万元。丰利财富代表其管理的丰利新三板基金投资，投资总额1,000万元。B轮投资协议约定了2015年、2016年、2017-2018年业绩承诺及上市承诺。"
GOLD-301563-2015-12-03-001,301563,2015-12-03,曾烨,PDF p1,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2015年10月15日，全体发起人签署《发起人协议书》。有限公司将经审计净资产额45,010,412.64元按1.1253:1的比例折成4,000万股，每股面值1元，其余5,010,412.64元计入资本公积。2015年12月3日，上海市工商行政管理局核准。"
GOLD-301563-2015-12-03-002,301563,2015-12-03,刘云锋,PDF p1,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2015年10月15日，全体发起人签署《发起人协议书》。有限公司将经审计净资产额45,010,412.64元按1.1253:1的比例折成4,000万股，每股面值1元，其余5,010,412.64元计入资本公积。2015年12月3日，上海市工商行政管理局核准。"
GOLD-301563-2015-12-03-003,301563,2015-12-03,武汉力源信息技术股份有限公司,PDF p1,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2015年10月15日，全体发起人签署《发起人协议书》。有限公司将经审计净资产额45,010,412.64元按1.1253:1的比例折成4,000万股，每股面值1元，其余5,010,412.64元计入资本公积。2015年12月3日，上海市工商行政管理局核准。"
GOLD-301563-2018-06-28-001,301563,2018-06-28,国科瑞华（北京）创业投资合伙企业（有限合伙）,PDF p1,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2018年6月12日，国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREV FUND以1,800万元等值美元认缴61.8万元；中科贵银以1,584万元认缴54.384万元；夏东以204万元认缴7.004万元；南山富海以3,000万元认缴103万元；珠海拓域以1,000万元认缴34.3333万元。每股价格约29.13元，对应投后估值约13.5亿元。注册资本增至4,635万元。"
GOLD-301563-2018-06-28-002,301563,2018-06-28,CASREV FUND,PDF p1,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2018年6月12日，国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREV FUND以1,800万元等值美元认缴61.8万元；中科贵银以1,584万元认缴54.384万元；夏东以204万元认缴7.004万元；南山富海以3,000万元认缴103万元；珠海拓域以1,000万元认缴34.3333万元。每股价格约29.13元，对应投后估值约13.5亿元。注册资本增至4,635万元。"
GOLD-301563-2018-06-28-003,301563,2018-06-28,中科贵银（贵州）创业投资中心（有限合伙）,PDF p1,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2018年6月12日，国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREV FUND以1,800万元等值美元认缴61.8万元；中科贵银以1,584万元认缴54.384万元；夏东以204万元认缴7.004万元；南山富海以3,000万元认缴103万元；珠海拓域以1,000万元认缴34.3333万元。每股价格约29.13元，对应投后估值约13.5亿元。注册资本增至4,635万元。"
GOLD-301563-2018-06-28-004,301563,2018-06-28,深圳南山富海中小企业发展基金合伙企业（有限合伙）,PDF p1,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2018年6月12日，国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREV FUND以1,800万元等值美元认缴61.8万元；中科贵银以1,584万元认缴54.384万元；夏东以204万元认缴7.004万元；南山富海以3,000万元认缴103万元；珠海拓域以1,000万元认缴34.3333万元。每股价格约29.13元，对应投后估值约13.5亿元。注册资本增至4,635万元。"
GOLD-301563-2018-06-28-005,301563,2018-06-28,珠海拓域投资合伙企业（有限合伙）,PDF p1,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2018年6月12日，国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREV FUND以1,800万元等值美元认缴61.8万元；中科贵银以1,584万元认缴54.384万元；夏东以204万元认缴7.004万元；南山富海以3,000万元认缴103万元；珠海拓域以1,000万元认缴34.3333万元。每股价格约29.13元，对应投后估值约13.5亿元。注册资本增至4,635万元。"
GOLD-301563-2018-06-28-006,301563,2018-06-28,夏东,PDF p1,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2018年6月12日，国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREV FUND以1,800万元等值美元认缴61.8万元；中科贵银以1,584万元认缴54.384万元；夏东以204万元认缴7.004万元；南山富海以3,000万元认缴103万元；珠海拓域以1,000万元认缴34.3333万元。每股价格约29.13元，对应投后估值约13.5亿元。注册资本增至4,635万元。"
GOLD-301563-2020-05-28-001,301563,2020-05-28,火炬电子科技股份有限公司,PDF p1,inherited_manual_gold,name_only,manual_source_review,"2020年5月20日召开临时股东大会，同意注册资本由4,635万元增至4,748.0488万元。火炬电子以现金5,000万元认购新增股份113.0488万股，每股价格约44.23元，对应投后估值约21亿元。"
GOLD-301563-2020-09-23-001,301563,2020-09-23,厦门西堤股权投资合伙企业（有限合伙）,PDF p1,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2020年9月15日召开临时股东大会，同意注册资本由4,748.0488万元增至4,883.7074万元。厦门西堤以5,000万元认购96.899万股，中小企业基金以2,000万元认购38.7596万股。每股价格约51.6元，对应投后估值约25.2亿元。"
GOLD-301563-2020-09-23-002,301563,2020-09-23,中小企业发展基金（深圳有限合伙）,PDF p1,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2020年9月15日召开临时股东大会，同意注册资本由4,748.0488万元增至4,883.7074万元。厦门西堤以5,000万元认购96.899万股，中小企业基金以2,000万元认购38.7596万股。每股价格约51.6元，对应投后估值约25.2亿元。"
GOLD-688758-2009-03-001,688758,2009-03,黄学英,PDF p2,inherited_manual_gold,name_year_near,align_to_verbatim_source,苏州众勤会计师事务所有限公司出具苏众勤（2009）第...号验资报告...赛分有限（筹）股东黄学英、沈建林、潘鼎签署了《苏州赛分科技有限公司章程》。江苏省苏州工商行政管理局出具《名称预先登记核准通知书》。
GOLD-688758-2009-03-002,688758,2009-03,沈建林,PDF p2,inherited_manual_gold,name_year_near,align_to_verbatim_source,苏州众勤会计师事务所有限公司出具苏众勤（2009）第...号验资报告...赛分有限（筹）股东黄学英、沈建林、潘鼎签署了《苏州赛分科技有限公司章程》。江苏省苏州工商行政管理局出具《名称预先登记核准通知书》。
GOLD-688758-2009-03-003,688758,2009-03,潘鼎,PDF p2,inherited_manual_gold,name_year_near,align_to_verbatim_source,苏州众勤会计师事务所有限公司出具苏众勤（2009）第...号验资报告...赛分有限（筹）股东黄学英、沈建林、潘鼎签署了《苏州赛分科技有限公司章程》。江苏省苏州工商行政管理局出具《名称预先登记核准通知书》。
GOLD-688758-2015-08-001,688758,2015-08,安徽高新同华创业投资基金（有限合伙）,PDF p57-58,inherited_manual_gold,name_year_near,align_to_verbatim_source,2015年8月签署的《增资协议》中第五条'业绩承诺和补偿'，各方不再根据被终止条款享有任何权利或承担任何义务，作为补偿，黄学英同意以合计人民币0元的价格向高新同华转让其所持有的赛分有限22万元注册资本。双方将另行签署《股权转让协议》。
GOLD-688758-2021-04-001,688758,2021-04,上海复星惟盈股权投资基金合伙企业（有限合伙）,PDF p55-56,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2021年2月24日，黄学英与复星惟盈、唐斌、张敏签署了《股权转让协议》。具体情况如下：黄学英向复星惟盈转让37.3190万元注册资本，转让单价51.52元/注册资本，转让价格1,922.8571万元；向朱勤华转让19.4081万元注册资本，转让价格1,000.0000万元；向唐斌转让0.8872万元注册资本，转让价格45.7143万元；向张敏转让0.6100万元注册资本，转让价格31.4286万元。注：上述表格中转让单价和转让金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-04-002,688758,2021-04,唐斌,PDF p55-56,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2021年2月24日，黄学英与复星惟盈、唐斌、张敏签署了《股权转让协议》。具体情况如下：黄学英向复星惟盈转让37.3190万元注册资本，转让单价51.52元/注册资本，转让价格1,922.8571万元；向朱勤华转让19.4081万元注册资本，转让价格1,000.0000万元；向唐斌转让0.8872万元注册资本，转让价格45.7143万元；向张敏转让0.6100万元注册资本，转让价格31.4286万元。注：上述表格中转让单价和转让金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-04-003,688758,2021-04,张敏,PDF p55-56,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2021年2月24日，黄学英与复星惟盈、唐斌、张敏签署了《股权转让协议》。具体情况如下：黄学英向复星惟盈转让37.3190万元注册资本，转让单价51.52元/注册资本，转让价格1,922.8571万元；向朱勤华转让19.4081万元注册资本，转让价格1,000.0000万元；向唐斌转让0.8872万元注册资本，转让价格45.7143万元；向张敏转让0.6100万元注册资本，转让价格31.4286万元。注：上述表格中转让单价和转让金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-11-001,688758,2021-11,源峰磐赛（深圳）股权投资中心（有限合伙）,PDF p59-61,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-11-002,688758,2021-11,珠海峦恒投资合伙企业（有限合伙）,PDF p59-61,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-11-003,688758,2021-11,高瓴祈睿医疗健康私募投资基金（有限合伙）,PDF p59-61,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-11-004,688758,2021-11,国药中生（上海）生物股权投资基金合伙企业（有限合伙）,PDF p59-61,inherited_manual_gold,name_only,manual_source_review,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-11-005,688758,2021-11,国药二期（上海）生物医药投资中心（有限合伙）,PDF p59-61,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-11-006,688758,2021-11,珠海夏尔巴二期股权投资合伙企业（有限合伙）,PDF p59-61,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-11-007,688758,2021-11,甘李药业股份有限公司,PDF p59-61,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-11-008,688758,2021-11,吴征涛,PDF p59-61,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-11-009,688758,2021-11,圣成投资管理（上海）有限公司,PDF p59-61,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-11-010,688758,2021-11,圣祁投资管理（上海）有限公司,PDF p59-61,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
GOLD-688758-2021-09-16-001,688758,2021-09-16,黄学英,PDF p52-53,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
GOLD-688758-2021-09-16-002,688758,2021-09-16,周金清,PDF p52-53,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
GOLD-688758-2021-09-16-003,688758,2021-09-16,高新同华,PDF p52-53,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
GOLD-688758-2021-09-16-004,688758,2021-09-16,陆民,PDF p52-53,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
GOLD-688758-2021-09-16-005,688758,2021-09-16,国寿疌泉,PDF p52-53,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
GOLD-688758-2021-09-16-006,688758,2021-09-16,华泰大健康一号,PDF p52-53,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
GOLD-688758-2021-09-16-007,688758,2021-09-16,苏州贤达,PDF p52-53,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
GOLD-688758-2021-09-16-008,688758,2021-09-16,复星惟盈,PDF p52-53,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
GOLD-688775-2015-07-09-001,688775,2015-07-09,北京岚锋创视网络科技有限公司,PDF p1,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2015年7月9日，北京岚锋以货币出资方式设立深圳岚锋，公司注册资本1,000.00万元。深圳岚锋设立时，股东情况为：北京岚锋100%。"
GOLD-688775-2015-01-001,688775,2015-01,EARN ACE LIMITED,PDF p42,needs_review,name_only,manual_source_review,2014年5月，刘靖康带领的管理团队得到IDG等投资机构的投资意向，并拟搭建VIE架构用于接受境外投资。自公司VIE架构的搭建至其拆除期间，开曼岚锋持续引入新投资人。EARN ACE LIMITED为早期进入的境外投资方。
GOLD-688775-2016-01-001,688775,2016-01,QM101 Limited,PDF p42,needs_review,name_absent,adjudicate_or_find_source,自公司VIE架构的搭建至其拆除期间，开曼岚锋持续引入新投资人。QM101 Limited（启明创投IV期基金）通过开曼岚锋持有公司权益。
GOLD-688775-2017-01-001,688775,2017-01,香港迅雷有限公司,PDF p42,needs_review,name_absent,adjudicate_or_find_source,开曼岚锋持续引入新投资人，香港迅雷（Xunlei Network Technologies Limited）和厦门富凯通过开曼岚锋持有公司权益。
GOLD-688775-2017-01-002,688775,2017-01,厦门富凯海创投资管理有限责任公司,PDF p42,needs_review,name_absent,adjudicate_or_find_source,开曼岚锋持续引入新投资人，香港迅雷（Xunlei Network Technologies Limited）和厦门富凯通过开曼岚锋持有公司权益。
GOLD-688775-2018-01-001,688775,2018-01,深圳市伊敦传媒投资基金合伙企业（有限合伙）,PDF p42,needs_review,name_only,manual_source_review,开曼岚锋持续引入新投资人。伊敦传媒(苏宁)、华金同达、中证投资、金石智娱通过开曼岚锋持有公司权益。容诚验字[2020]518Z0004号验资报告验证有限公司设立及六次增资扩股均已实缴到位。
GOLD-688775-2018-01-002,688775,2018-01,华金同达（深圳）投资合伙企业（有限合伙）,PDF p42,needs_review,name_absent,adjudicate_or_find_source,开曼岚锋持续引入新投资人。伊敦传媒(苏宁)、华金同达、中证投资、金石智娱通过开曼岚锋持有公司权益。容诚验字[2020]518Z0004号验资报告验证有限公司设立及六次增资扩股均已实缴到位。
GOLD-688775-2018-01-003,688775,2018-01,深圳中证投资有限责任公司,PDF p42,needs_review,name_absent,adjudicate_or_find_source,开曼岚锋持续引入新投资人。伊敦传媒(苏宁)、华金同达、中证投资、金石智娱通过开曼岚锋持有公司权益。容诚验字[2020]518Z0004号验资报告验证有限公司设立及六次增资扩股均已实缴到位。
GOLD-688775-2018-01-004,688775,2018-01,金石智娱股权投资（深圳）合伙企业（有限合伙）,PDF p42,needs_review,name_absent,adjudicate_or_find_source,开曼岚锋持续引入新投资人。伊敦传媒(苏宁)、华金同达、中证投资、金石智娱通过开曼岚锋持有公司权益。容诚验字[2020]518Z0004号验资报告验证有限公司设立及六次增资扩股均已实缴到位。
GOLD-688775-2020-02-26-001,688775,2020-02-26,北京岚锋创视网络科技有限公司,PDF p1,inherited_manual_gold,name_year_near,align_to_verbatim_source,"截至2019年10月31日，深圳岚锋账面净资产52,728.05万元。全体股东以其拥有的净资产52,728.05万元出资，按1:1.4647比例折合股本36,000.00万元，其余计入资本公积。2020年2月26日，深圳市市场监督管理局核准。股改后27名股东，北京岚锋29.9376%、EARN ACE 13.3239%、QM101 9.4001%、香港迅雷8.7327%等。"
