error_type,record_id,stock_code,date,event_type,investor_name,source_page,evidence_text
FN,GOLD-603418-2022-12-19-006,603418,2022-12-19,增资,上海杉创智至创业投资合伙企业(有限合伙),PDF p43-45,"2022年12月4日，友升股份召开第一届董事会第十六次会议，同意增加注册资本至14,480.1333万元，新增股份的认购价格为33.6323元/股。杉晖创业认购297.3333万股(10,000万元)，上海联炻认购297.3333万股(10,000万元)，安吉璞颉认购148.6667万股(5,000万元)，财投晨源认购89.2万股(3,000万元)，深圳达晨创程认购86.5984万股(2,912.5万元)，杉创智至认购59.4667万股(2,000万元)，杭州达晨创程认购51.959万股(1,747.5万元)，达晨财汇认购29.7333万股(1,000万元)，达晨财智认购29.7333万股(1,000万元)，财智创赢认购10.1093万股(340万元)。合计1,100.1333万股，37,000万元。"
FN,GOLD-603418-2022-12-19-007,603418,2022-12-19,增资,杭州达晨创程股权投资基金合伙企业(有限合伙),PDF p43-45,"2022年12月4日，友升股份召开第一届董事会第十六次会议，同意增加注册资本至14,480.1333万元，新增股份的认购价格为33.6323元/股。杉晖创业认购297.3333万股(10,000万元)，上海联炻认购297.3333万股(10,000万元)，安吉璞颉认购148.6667万股(5,000万元)，财投晨源认购89.2万股(3,000万元)，深圳达晨创程认购86.5984万股(2,912.5万元)，杉创智至认购59.4667万股(2,000万元)，杭州达晨创程认购51.959万股(1,747.5万元)，达晨财汇认购29.7333万股(1,000万元)，达晨财智认购29.7333万股(1,000万元)，财智创赢认购10.1093万股(340万元)。合计1,100.1333万股，37,000万元。"
FN,GOLD-603418-2022-12-19-008,603418,2022-12-19,增资,海南三亚达晨财汇私募股权投资基金合伙企业(有限合伙),PDF p43-45,"2022年12月4日，友升股份召开第一届董事会第十六次会议，同意增加注册资本至14,480.1333万元，新增股份的认购价格为33.6323元/股。杉晖创业认购297.3333万股(10,000万元)，上海联炻认购297.3333万股(10,000万元)，安吉璞颉认购148.6667万股(5,000万元)，财投晨源认购89.2万股(3,000万元)，深圳达晨创程认购86.5984万股(2,912.5万元)，杉创智至认购59.4667万股(2,000万元)，杭州达晨创程认购51.959万股(1,747.5万元)，达晨财汇认购29.7333万股(1,000万元)，达晨财智认购29.7333万股(1,000万元)，财智创赢认购10.1093万股(340万元)。合计1,100.1333万股，37,000万元。"
FN,GOLD-603418-2022-12-19-009,603418,2022-12-19,增资,深圳市达晨财智创业投资管理有限公司,PDF p43-45,"2022年12月4日，友升股份召开第一届董事会第十六次会议，同意增加注册资本至14,480.1333万元，新增股份的认购价格为33.6323元/股。杉晖创业认购297.3333万股(10,000万元)，上海联炻认购297.3333万股(10,000万元)，安吉璞颉认购148.6667万股(5,000万元)，财投晨源认购89.2万股(3,000万元)，深圳达晨创程认购86.5984万股(2,912.5万元)，杉创智至认购59.4667万股(2,000万元)，杭州达晨创程认购51.959万股(1,747.5万元)，达晨财汇认购29.7333万股(1,000万元)，达晨财智认购29.7333万股(1,000万元)，财智创赢认购10.1093万股(340万元)。合计1,100.1333万股，37,000万元。"
FN,GOLD-603418-2022-12-19-010,603418,2022-12-19,增资,深圳市财智创赢私募股权投资企业(有限合伙),PDF p43-45,"2022年12月4日，友升股份召开第一届董事会第十六次会议，同意增加注册资本至14,480.1333万元，新增股份的认购价格为33.6323元/股。杉晖创业认购297.3333万股(10,000万元)，上海联炻认购297.3333万股(10,000万元)，安吉璞颉认购148.6667万股(5,000万元)，财投晨源认购89.2万股(3,000万元)，深圳达晨创程认购86.5984万股(2,912.5万元)，杉创智至认购59.4667万股(2,000万元)，杭州达晨创程认购51.959万股(1,747.5万元)，达晨财汇认购29.7333万股(1,000万元)，达晨财智认购29.7333万股(1,000万元)，财智创赢认购10.1093万股(340万元)。合计1,100.1333万股，37,000万元。"
FN,GOLD-688758-2009-03-001,688758,2009-03,增资,黄学英,PDF p2,苏州众勤会计师事务所有限公司出具苏众勤（2009）第...号验资报告...赛分有限（筹）股东黄学英、沈建林、潘鼎签署了《苏州赛分科技有限公司章程》。江苏省苏州工商行政管理局出具《名称预先登记核准通知书》。
FN,GOLD-688758-2009-03-002,688758,2009-03,增资,沈建林,PDF p2,苏州众勤会计师事务所有限公司出具苏众勤（2009）第...号验资报告...赛分有限（筹）股东黄学英、沈建林、潘鼎签署了《苏州赛分科技有限公司章程》。江苏省苏州工商行政管理局出具《名称预先登记核准通知书》。
FN,GOLD-688758-2009-03-003,688758,2009-03,增资,潘鼎,PDF p2,苏州众勤会计师事务所有限公司出具苏众勤（2009）第...号验资报告...赛分有限（筹）股东黄学英、沈建林、潘鼎签署了《苏州赛分科技有限公司章程》。江苏省苏州工商行政管理局出具《名称预先登记核准通知书》。
FN,GOLD-688758-2015-08-001,688758,2015-08,增资,安徽高新同华创业投资基金（有限合伙）,PDF p57-58,2015年8月签署的《增资协议》中第五条'业绩承诺和补偿'，各方不再根据被终止条款享有任何权利或承担任何义务，作为补偿，黄学英同意以合计人民币0元的价格向高新同华转让其所持有的赛分有限22万元注册资本。双方将另行签署《股权转让协议》。
FN,GOLD-688758-2021-04-001,688758,2021-04,增资及股权转让,上海复星惟盈股权投资基金合伙企业（有限合伙）,PDF p55-56,"2021年2月24日，黄学英与复星惟盈、唐斌、张敏签署了《股权转让协议》。具体情况如下：黄学英向复星惟盈转让37.3190万元注册资本，转让单价51.52元/注册资本，转让价格1,922.8571万元；向朱勤华转让19.4081万元注册资本，转让价格1,000.0000万元；向唐斌转让0.8872万元注册资本，转让价格45.7143万元；向张敏转让0.6100万元注册资本，转让价格31.4286万元。注：上述表格中转让单价和转让金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688758-2021-04-002,688758,2021-04,增资及股权转让,唐斌,PDF p55-56,"2021年2月24日，黄学英与复星惟盈、唐斌、张敏签署了《股权转让协议》。具体情况如下：黄学英向复星惟盈转让37.3190万元注册资本，转让单价51.52元/注册资本，转让价格1,922.8571万元；向朱勤华转让19.4081万元注册资本，转让价格1,000.0000万元；向唐斌转让0.8872万元注册资本，转让价格45.7143万元；向张敏转让0.6100万元注册资本，转让价格31.4286万元。注：上述表格中转让单价和转让金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688758-2021-04-003,688758,2021-04,增资及股权转让,张敏,PDF p55-56,"2021年2月24日，黄学英与复星惟盈、唐斌、张敏签署了《股权转让协议》。具体情况如下：黄学英向复星惟盈转让37.3190万元注册资本，转让单价51.52元/注册资本，转让价格1,922.8571万元；向朱勤华转让19.4081万元注册资本，转让价格1,000.0000万元；向唐斌转让0.8872万元注册资本，转让价格45.7143万元；向张敏转让0.6100万元注册资本，转让价格31.4286万元。注：上述表格中转让单价和转让金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688758-2021-09-16-001,688758,2021-09-16,其他,黄学英,PDF p52-53,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
FN,GOLD-688758-2021-09-16-002,688758,2021-09-16,其他,周金清,PDF p52-53,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
FN,GOLD-688758-2021-09-16-003,688758,2021-09-16,其他,高新同华,PDF p52-53,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
FN,GOLD-688758-2021-09-16-004,688758,2021-09-16,其他,陆民,PDF p52-53,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
FN,GOLD-688758-2021-09-16-005,688758,2021-09-16,其他,国寿疌泉,PDF p52-53,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
FN,GOLD-688758-2021-09-16-006,688758,2021-09-16,其他,华泰大健康一号,PDF p52-53,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
FN,GOLD-688758-2021-09-16-007,688758,2021-09-16,其他,苏州贤达,PDF p52-53,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
FN,GOLD-688758-2021-09-16-008,688758,2021-09-16,其他,复星惟盈,PDF p52-53,"2021年9月16日，赛分科技就整体变更为股份有限公司事项办理完毕工商变更登记手续，取得了江苏省市场监督管理局换发的《营业执照》。整体变更为股份有限公司后，赛分科技的股权结构如下：黄学英持股8,031,668股（29.1989%）；周金清持股2,800,000股（10.1793%）；高新同华持股2,700,000股（9.8158%）；陆民持股2,574,000股（9.3577%）；国寿疌泉持股2,500,615股（9.0909%）；华泰大健康一号持股1,751,887股（6.3689%）；苏州贤达持股1,341,500股（4.8770%）；复星惟盈持股1,263,621股（4.5939%）。"
FN,GOLD-688758-2021-11-001,688758,2021-11,增资,源峰磐赛（深圳）股权投资中心（有限合伙）,PDF p59-61,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688758-2021-11-002,688758,2021-11,增资,珠海峦恒投资合伙企业（有限合伙）,PDF p59-61,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688758-2021-11-003,688758,2021-11,增资,高瓴祈睿医疗健康私募投资基金（有限合伙）,PDF p59-61,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688758-2021-11-004,688758,2021-11,增资,国药中生（上海）生物股权投资基金合伙企业（有限合伙）,PDF p59-61,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688758-2021-11-005,688758,2021-11,增资,国药二期（上海）生物医药投资中心（有限合伙）,PDF p59-61,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688758-2021-11-006,688758,2021-11,增资,珠海夏尔巴二期股权投资合伙企业（有限合伙）,PDF p59-61,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688758-2021-11-007,688758,2021-11,增资,甘李药业股份有限公司,PDF p59-61,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688758-2021-11-008,688758,2021-11,增资,吴征涛,PDF p59-61,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688758-2021-11-009,688758,2021-11,增资,圣成投资管理（上海）有限公司,PDF p59-61,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688758-2021-11-010,688758,2021-11,增资,圣祁投资管理（上海）有限公司,PDF p59-61,"2021年10月28日，上述新增股东与赛分科技签署了《增资协议》。截至2021年11月，上述新增股东已支付完毕全部增资款。本次增资具体情况如下：源峰磐赛认购1,571,815股，股份价格127.24元/股，认购金额20,000.00万元；珠海峦恒认购628,726股，认购金额8,000.00万元；高瓴祈睿认购628,726股，认购金额8,000.00万元；国药中生认购461,846股，认购金额5,876.59万元；圣成投资认购9,699股，认购金额123.41万元；国药二期认购155,625股，认购金额1,980.20万元；圣祁投资认购1,556股，认购金额19.80万元；夏尔巴二期认购392,954股，认购金额5,000.00万元；甘李药业认购235,772股，认购金额3,000.00万元；吴征涛认购157,182股，认购金额2,000.00万元。合计4,243,901股，54,000.00万元。注：上述表格中增资单价和增资金额之间的细微差异，系计算过程四舍五入造成。"
FN,GOLD-688775-2015-01-001,688775,2015-01,增资,EARN ACE LIMITED,PDF p42,2014年5月，刘靖康带领的管理团队得到IDG等投资机构的投资意向，并拟搭建VIE架构用于接受境外投资。自公司VIE架构的搭建至其拆除期间，开曼岚锋持续引入新投资人。EARN ACE LIMITED为早期进入的境外投资方。
FN,GOLD-688775-2015-07-09-001,688775,2015-07-09,增资,北京岚锋创视网络科技有限公司,PDF p1,"2015年7月9日，北京岚锋以货币出资方式设立深圳岚锋，公司注册资本1,000.00万元。深圳岚锋设立时，股东情况为：北京岚锋100%。"
FN,GOLD-688775-2016-01-001,688775,2016-01,增资,QM101 Limited,PDF p42,自公司VIE架构的搭建至其拆除期间，开曼岚锋持续引入新投资人。QM101 Limited（启明创投IV期基金）通过开曼岚锋持有公司权益。
FN,GOLD-688775-2017-01-001,688775,2017-01,增资,香港迅雷有限公司,PDF p42,开曼岚锋持续引入新投资人，香港迅雷（Xunlei Network Technologies Limited）和厦门富凯通过开曼岚锋持有公司权益。
FN,GOLD-688775-2017-01-002,688775,2017-01,增资,厦门富凯海创投资管理有限责任公司,PDF p42,开曼岚锋持续引入新投资人，香港迅雷（Xunlei Network Technologies Limited）和厦门富凯通过开曼岚锋持有公司权益。
FN,GOLD-688775-2018-01-001,688775,2018-01,增资,深圳市伊敦传媒投资基金合伙企业（有限合伙）,PDF p42,开曼岚锋持续引入新投资人。伊敦传媒(苏宁)、华金同达、中证投资、金石智娱通过开曼岚锋持有公司权益。容诚验字[2020]518Z0004号验资报告验证有限公司设立及六次增资扩股均已实缴到位。
FN,GOLD-688775-2018-01-002,688775,2018-01,增资,华金同达（深圳）投资合伙企业（有限合伙）,PDF p42,开曼岚锋持续引入新投资人。伊敦传媒(苏宁)、华金同达、中证投资、金石智娱通过开曼岚锋持有公司权益。容诚验字[2020]518Z0004号验资报告验证有限公司设立及六次增资扩股均已实缴到位。
FN,GOLD-688775-2018-01-003,688775,2018-01,增资,深圳中证投资有限责任公司,PDF p42,开曼岚锋持续引入新投资人。伊敦传媒(苏宁)、华金同达、中证投资、金石智娱通过开曼岚锋持有公司权益。容诚验字[2020]518Z0004号验资报告验证有限公司设立及六次增资扩股均已实缴到位。
FN,GOLD-688775-2018-01-004,688775,2018-01,增资,金石智娱股权投资（深圳）合伙企业（有限合伙）,PDF p42,开曼岚锋持续引入新投资人。伊敦传媒(苏宁)、华金同达、中证投资、金石智娱通过开曼岚锋持有公司权益。容诚验字[2020]518Z0004号验资报告验证有限公司设立及六次增资扩股均已实缴到位。
FN,GOLD-688775-2020-02-26-001,688775,2020-02-26,其他,北京岚锋创视网络科技有限公司,PDF p1,"截至2019年10月31日，深圳岚锋账面净资产52,728.05万元。全体股东以其拥有的净资产52,728.05万元出资，按1:1.4647比例折合股本36,000.00万元，其余计入资本公积。2020年2月26日，深圳市市场监督管理局核准。股改后27名股东，北京岚锋29.9376%、EARN ACE 13.3239%、QM101 9.4001%、香港迅雷8.7327%等。"
FN,GOLD-688775-2020-02-26-002,688775,2020-02-26,其他,EARN ACE LIMITED,PDF p1,"截至2019年10月31日，深圳岚锋账面净资产52,728.05万元。全体股东以其拥有的净资产52,728.05万元出资，按1:1.4647比例折合股本36,000.00万元，其余计入资本公积。2020年2月26日，深圳市市场监督管理局核准。股改后27名股东，北京岚锋29.9376%、EARN ACE 13.3239%、QM101 9.4001%、香港迅雷8.7327%等。"
FN,GOLD-688775-2020-02-26-003,688775,2020-02-26,其他,QM101 Limited,PDF p1,"截至2019年10月31日，深圳岚锋账面净资产52,728.05万元。全体股东以其拥有的净资产52,728.05万元出资，按1:1.4647比例折合股本36,000.00万元，其余计入资本公积。2020年2月26日，深圳市市场监督管理局核准。股改后27名股东，北京岚锋29.9376%、EARN ACE 13.3239%、QM101 9.4001%、香港迅雷8.7327%等。"
FN,GOLD-688775-2020-02-26-004,688775,2020-02-26,其他,香港迅雷有限公司,PDF p1,"截至2019年10月31日，深圳岚锋账面净资产52,728.05万元。全体股东以其拥有的净资产52,728.05万元出资，按1:1.4647比例折合股本36,000.00万元，其余计入资本公积。2020年2月26日，深圳市市场监督管理局核准。股改后27名股东，北京岚锋29.9376%、EARN ACE 13.3239%、QM101 9.4001%、香港迅雷8.7327%等。"
FN,GOLD-920100-2002-11-07-001,920100,2002-11-07,设立,盛祎,PDF p30,"公司全称: 常州三协电机股份有限公司。证券代码: 920100。注册资本: 5,310.93万元。法定代表人: 盛祎。成立日期: 2002年11月7日。2002年11月至今，盛祎担任三协电机总经理，股份公司成立后担任董事长。截至本招股说明书签署日，盛祎直接持有62.97%股份，朱绶青直接持有19.49%股份，合计控制82.46%股份。"
FN,GOLD-920100-2002-11-07-002,920100,2002-11-07,设立,朱绶青,PDF p30,"公司全称: 常州三协电机股份有限公司。证券代码: 920100。注册资本: 5,310.93万元。法定代表人: 盛祎。成立日期: 2002年11月7日。2002年11月至今，盛祎担任三协电机总经理，股份公司成立后担任董事长。截至本招股说明书签署日，盛祎直接持有62.97%股份，朱绶青直接持有19.49%股份，合计控制82.46%股份。"
FN,GOLD-920100-2023-09-06-001,920100,2023-09-06,增资,盛祎、盛松、薛小丽、倪进宽、余方成、吴春扣、陆宇君、戈翔俊、陈都亮、圣利、董雪强、文涛、付荷庆、陈韵、盛月瑶,PDF p32,"2023年5月26日，公司召开第二届董事会第十三次会议审议通过了《关于<常州三协电机股份有限公司股票定向发行说明书>的议案》。本次股票拟发行价格为5.41元/股，拟发行普通股321.50万股，拟募集资金总额为1,739.32万元。2023年9月8日，苏亚金诚出具《验资报告》，经审验，截至2023年9月6日，公司已收到盛祎、盛松、薛小丽、倪进宽、余方成、吴春扣、陆宇君、戈翔俊、陈都亮、圣利、董雪强、文涛、付荷庆、陈韵和盛月瑶15名认购人缴纳的出资款1,723.09万元。"
FN,GOLD-920116-2016-12-14-001,920116,2016-12-14,设立,四方股份,PDF p48,"2016年12月，四方股份、罗永红、王金林共同出资设立星图测控有限，其中，四方股份出资1,200万元（对应持有星图测控有限60%股权）；罗永红出资400万元（对应持有星图测控有限20%股权）；王金林出资400万元（对应持有星图测控有限20%股权）。罗永红、王金林于测控有限设立时所持有的全部股权分别系为牛威和吴功友代持。"
FN,GOLD-920116-2016-12-14-002,920116,2016-12-14,设立,牛威(罗永红代持),PDF p48,"2016年12月，四方股份、罗永红、王金林共同出资设立星图测控有限，其中，四方股份出资1,200万元（对应持有星图测控有限60%股权）；罗永红出资400万元（对应持有星图测控有限20%股权）；王金林出资400万元（对应持有星图测控有限20%股权）。罗永红、王金林于测控有限设立时所持有的全部股权分别系为牛威和吴功友代持。"
FN,GOLD-920116-2016-12-14-003,920116,2016-12-14,设立,吴功友(王金林代持),PDF p48,"2016年12月，四方股份、罗永红、王金林共同出资设立星图测控有限，其中，四方股份出资1,200万元（对应持有星图测控有限60%股权）；罗永红出资400万元（对应持有星图测控有限20%股权）；王金林出资400万元（对应持有星图测控有限20%股权）。罗永红、王金林于测控有限设立时所持有的全部股权分别系为牛威和吴功友代持。"
FN,GOLD-920116-2024-06-30-001,920116,2024-06-30,其他,中科星图股份有限公司,PDF p47,"截至本招股说明书签署日，公司总股本为82,500,000股。本次发行前股本结构：中科星图38,250,000股(46.36%)，策星九天23,450,781股(28.43%)，幸福一期9,174,219股(11.12%)，策星揽月4,125,000股(5.00%)，幸福二期3,000,000股(3.64%)，策星银河2,790,000股(3.38%)，策星逐日1,710,000股(2.07%)。合计82,500,000股(100.00%)。"
